Profile Summary
Generated on: 2020-11-16 22:19:27
Msec since Epoch: 1605565167151
Profiled application: DeepPointV1FPGA
Target platform: Xilinx
Tool version: 2019.1
Target devices: xilinx_aws-vu9p-f1-04261818_dynamic_5_0-0
Flow mode: System Run

OpenCL API Calls
API Name,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
clFlush,422,45130.8,0.086603,106.945,1222.76,
clCreateBuffer,690,12488.8,0.027512,18.0997,160.38,
clEnqueueReadBuffer,41,2819.26,0.175786,68.7624,339.817,
clSetKernelArg,4372,1297.86,0.004957,0.296856,43.3953,
clReleaseMemObject,335,519.95,0.00497,1.55209,36.1583,
clEnqueueTask,422,244.132,0.079964,0.578511,18.0349,
clCreateProgramWithBinary,1,235.295,235.295,235.295,235.295,
clCreateKernel,71,89.1267,1.19453,1.25531,1.30875,
clEnqueueWriteBuffer,268,44.8718,0.053787,0.167432,1.90553,
clGetEventProfilingInfo,844,5.02098,0.005036,0.00594903,0.038749,
clReleaseEvent,422,4.27081,0.007584,0.0101204,0.065151,
clWaitForEvents,422,2.87376,0.005892,0.00680987,0.041241,
clReleaseKernel,60,0.413348,0.006306,0.00688913,0.009156,
clGetExtensionFunctionAddress,2,0.112287,0.017229,0.0561435,0.095058,
clGetPlatformInfo,14,0.075709,0.004802,0.00540779,0.009009,
clRetainDevice,4,0.026507,0.004978,0.00662675,0.009253,
clGetExtensionFunctionAddressForPlatform,2,0.019295,0.005918,0.0096475,0.013377,
clReleaseDevice,3,0.01898,0.00536,0.00632667,0.008176,
clGetDeviceIDs,2,0.017652,0.005446,0.008826,0.012206,
clGetDeviceInfo,2,0.016212,0.007383,0.008106,0.008829,
clCreateCommandQueue,1,0.012636,0.012636,0.012636,0.012636,
clCreateContext,1,0.010885,0.010885,0.010885,0.010885,


Kernel Execution
Kernel,Number Of Enqueues,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
task_concat,8,1012.84,14.6596,126.604,290.789,
task_conv2_1x1_direct,8,6538.95,396.666,817.369,1178.55,
task_datamover,1,0.769453,0.769453,0.769453,0.769453,
